"WijkenEnBuurten","Gemeentenaam_1"
"WK068718  ","Middelburg                              "
"BU06871822","Middelburg                              "
"BU06871823","Middelburg                              "
"BU06871824","Middelburg                              "
"WK068719  ","Middelburg                              "
"BU06871925","Middelburg                              "
"BU06871926","Middelburg                              "
"WK068720  ","Middelburg                              "
"BU06872027","Middelburg                              "
"BU06872028","Middelburg                              "
"BU06872031","Middelburg                              "
"BU06872032","Middelburg                              "
"BU06872084","Middelburg                              "
"WK068729  ","Middelburg                              "
"BU06872933","Middelburg                              "
"BU06872934","Middelburg                              "
"BU06872935","Middelburg                              "
"BU06872936","Middelburg                              "
"WK068730  ","Middelburg                              "
"BU06873037","Middelburg                              "
"BU06873038","Middelburg                              "
"BU06873039","Middelburg                              "
"BU06873040","Middelburg                              "
"BU06873041","Middelburg                              "
"BU06873082","Middelburg                              "
"BU06873083","Middelburg                              "
"WK068731  ","Middelburg                              "
"BU06873143","Middelburg                              "
"BU06873144","Middelburg                              "
"BU06873145","Middelburg                              "
"BU06873171","Middelburg                              "
"WK068732  ","Middelburg                              "
"BU06873247","Middelburg                              "
"BU06873248","Middelburg                              "
"WK068739  ","Middelburg                              "
"BU06873946","Middelburg                              "
"BU06873950","Middelburg                              "
"BU06873970","Middelburg                              "
"WK068740  ","Middelburg                              "
"BU06874051","Middelburg                              "
"WK068749  ","Middelburg                              "
"BU06874952","Middelburg                              "
"BU06874953","Middelburg                              "
"BU06874954","Middelburg                              "
"BU06874955","Middelburg                              "
"BU06874956","Middelburg                              "
"BU06874957","Middelburg                              "
"WK068750  ","Middelburg                              "
"BU06875058","Middelburg                              "
"BU06875059","Middelburg                              "
"BU06875060","Middelburg                              "
"BU06875061","Middelburg                              "
"BU06875062","Middelburg                              "
"BU06875063","Middelburg                              "
"BU06875069","Middelburg                              "
"BU06875085","Middelburg                              "
"WK068751  ","Middelburg                              "
"BU06875164","Middelburg                              "
"WK068752  ","Middelburg                              "
"BU06875265","Middelburg                              "
"WK068753  ","Middelburg                              "
"BU06875367","Middelburg                              "
"WK068759  ","Middelburg                              "
"BU06875966","Middelburg                              "
"GM1842    ","Midden-Delfland                         "
"WK184200  ","Midden-Delfland                         "
"BU18420000","Midden-Delfland                         "
"BU18420001","Midden-Delfland                         "
"BU18420002","Midden-Delfland                         "
"BU18420004","Midden-Delfland                         "
"BU18420005","Midden-Delfland                         "
"BU18420007","Midden-Delfland                         "
"BU18420009","Midden-Delfland                         "
"WK184201  ","Midden-Delfland                         "
"BU18420100","Midden-Delfland                         "
"BU18420101","Midden-Delfland                         "
"BU18420103","Midden-Delfland                         "
"BU18420106","Midden-Delfland                         "
"BU18420108","Midden-Delfland                         "
"BU18420109","Midden-Delfland                         "
"GM1731    ","Midden-Drenthe                          "
"WK173100  ","Midden-Drenthe                          "
"BU17310000","Midden-Drenthe                          "
"BU17310001","Midden-Drenthe                          "
"BU17310002","Midden-Drenthe                          "
"BU17310003","Midden-Drenthe                          "
"BU17310009","Midden-Drenthe                          "
"WK173101  ","Midden-Drenthe                          "
"BU17310100","Midden-Drenthe                          "
"BU17310101","Midden-Drenthe                          "
"BU17310109","Midden-Drenthe                          "
"WK173102  ","Midden-Drenthe                          "
"BU17310200","Midden-Drenthe                          "
"BU17310201","Midden-Drenthe                          "
"BU17310209","Midden-Drenthe                          "
"WK173103  ","Midden-Drenthe                          "
"BU17310300","Midden-Drenthe                          "
"BU17310309","Midden-Drenthe                          "
"WK173104  ","Midden-Drenthe                          "
"BU17310400","Midden-Drenthe                          "
"BU17310409","Midden-Drenthe                          "
"WK173105  ","Midden-Drenthe                          "
"BU17310500","Midden-Drenthe                          "
"BU17310509","Midden-Drenthe                          "
"WK173106  ","Midden-Drenthe                          "
"BU17310600","Midden-Drenthe                          "
"BU17310601","Midden-Drenthe                          "
"BU17310602","Midden-Drenthe                          "
"BU17310609","Midden-Drenthe                          "
"WK173107  ","Midden-Drenthe                          "
"BU17310700","Midden-Drenthe                          "
"BU17310701","Midden-Drenthe                          "
"BU17310702","Midden-Drenthe                          "
"BU17310709","Midden-Drenthe                          "
"WK173108  ","Midden-Drenthe                          "
"BU17310800","Midden-Drenthe                          "
"BU17310801","Midden-Drenthe                          "
"BU17310802","Midden-Drenthe                          "
"BU17310809","Midden-Drenthe                          "
"WK173109  ","Midden-Drenthe                          "
"BU17310900","Midden-Drenthe                          "
"BU17310901","Midden-Drenthe                          "
"BU17310909","Midden-Drenthe                          "
"WK173110  ","Midden-Drenthe                          "
"BU17311000","Midden-Drenthe                          "
"BU17311001","Midden-Drenthe                          "
"BU17311009","Midden-Drenthe                          "
"WK173111  ","Midden-Drenthe                          "
"BU17311100","Midden-Drenthe                          "
"BU17311109","Midden-Drenthe                          "
"WK173112  ","Midden-Drenthe                          "
"BU17311200","Midden-Drenthe                          "
"BU17311209","Midden-Drenthe                          "
"WK173113  ","Midden-Drenthe                          "
"BU17311309","Midden-Drenthe                          "
"WK173114  ","Midden-Drenthe                          "
"BU17311400","Midden-Drenthe                          "
"BU17311409","Midden-Drenthe                          "
"WK173115  ","Midden-Drenthe                          "
"BU17311500","Midden-Drenthe                          "
"BU17311509","Midden-Drenthe                          "
"WK173116  ","Midden-Drenthe                          "
"BU17311600","Midden-Drenthe                          "
"BU17311601","Midden-Drenthe                          "
"BU17311602","Midden-Drenthe                          "
"BU17311609","Midden-Drenthe                          "
"GM1952    ","Midden-Groningen                        "
"WK195201  ","Midden-Groningen                        "
"BU19520101","Midden-Groningen                        "
"BU19520102","Midden-Groningen                        "
"BU19520103","Midden-Groningen                        "
"BU19520104","Midden-Groningen                        "
"BU19520105","Midden-Groningen                        "
"BU19520106","Midden-Groningen                        "
"BU19520107","Midden-Groningen                        "
"WK195202  ","Midden-Groningen                        "
"BU19520201","Midden-Groningen                        "
"BU19520202","Midden-Groningen                        "
"BU19520203","Midden-Groningen                        "
"BU19520204","Midden-Groningen                        "
"BU19520205","Midden-Groningen                        "
"BU19520206","Midden-Groningen                        "
"BU19520207","Midden-Groningen                        "
"BU19520208","Midden-Groningen                        "
"BU19520209","Midden-Groningen                        "
"BU19520210","Midden-Groningen                        "
"WK195203  ","Midden-Groningen                        "
"BU19520301","Midden-Groningen                        "
"BU19520302","Midden-Groningen                        "
"BU19520303","Midden-Groningen                        "
"BU19520304","Midden-Groningen                        "
"BU19520305","Midden-Groningen                        "
"BU19520306","Midden-Groningen                        "
"WK195204  ","Midden-Groningen                        "
"BU19520401","Midden-Groningen                        "
"BU19520402","Midden-Groningen                        "
"BU19520403","Midden-Groningen                        "
"BU19520404","Midden-Groningen                        "
"BU19520405","Midden-Groningen                        "
"BU19520406","Midden-Groningen                        "
"BU19520407","Midden-Groningen                        "
"BU19520408","Midden-Groningen                        "
"BU19520409","Midden-Groningen                        "
"WK195205  ","Midden-Groningen                        "
"BU19520501","Midden-Groningen                        "
"BU19520502","Midden-Groningen                        "
"WK195206  ","Midden-Groningen                        "
"BU19520601","Midden-Groningen                        "
"BU19520602","Midden-Groningen                        "
"BU19520603","Midden-Groningen                        "
"BU19520604","Midden-Groningen                        "
"WK195207  ","Midden-Groningen                        "
"BU19520701","Midden-Groningen                        "
"BU19520702","Midden-Groningen                        "
"WK195208  ","Midden-Groningen                        "
"BU19520801","Midden-Groningen                        "
"BU19520802","Midden-Groningen                        "
"BU19520803","Midden-Groningen                        "
"BU19520804","Midden-Groningen                        "
"BU19520805","Midden-Groningen                        "
"WK195209  ","Midden-Groningen                        "
"BU19520901","Midden-Groningen                        "
"BU19520902","Midden-Groningen                        "
"BU19520903","Midden-Groningen                        "
"BU19520904","Midden-Groningen                        "
"BU19520905","Midden-Groningen                        "
"BU19520906","Midden-Groningen                        "
"BU19520907","Midden-Groningen                        "
"WK195210  ","Midden-Groningen                        "
"BU19521001","Midden-Groningen                        "
"BU19521002","Midden-Groningen                        "
"BU19521003","Midden-Groningen                        "
"BU19521004","Midden-Groningen                        "
"WK195211  ","Midden-Groningen                        "
"BU19521101","Midden-Groningen                        "
"BU19521102","Midden-Groningen                        "
"BU19521103","Midden-Groningen                        "
"WK195212  ","Midden-Groningen                        "
"BU19521201","Midden-Groningen                        "
"BU19521202","Midden-Groningen                        "
"BU19521203","Midden-Groningen                        "
"WK195213  ","Midden-Groningen                        "
"BU19521301","Midden-Groningen                        "
"BU19521302","Midden-Groningen                        "
"BU19521303","Midden-Groningen                        "
"WK195214  ","Midden-Groningen                        "
"BU19521401","Midden-Groningen                        "
"BU19521402","Midden-Groningen                        "
"WK195215  ","Midden-Groningen                        "
"BU19521501","Midden-Groningen                        "
"BU19521502","Midden-Groningen                        "
"BU19521503","Midden-Groningen                        "
"WK195216  ","Midden-Groningen                        "
"BU19521601","Midden-Groningen                        "
"BU19521602","Midden-Groningen                        "
"BU19521603","Midden-Groningen                        "
"BU19521604","Midden-Groningen                        "
"WK195217  ","Midden-Groningen                        "
"BU19521701","Midden-Groningen                        "
"BU19521702","Midden-Groningen                        "
"WK195218  ","Midden-Groningen                        "
"BU19521801","Midden-Groningen                        "
"BU19521802","Midden-Groningen                        "
"BU19521803","Midden-Groningen                        "
"BU19521804","Midden-Groningen                        "
"BU19521805","Midden-Groningen                        "
"BU19521806","Midden-Groningen                        "
"WK195219  ","Midden-Groningen                        "
"BU19521901","Midden-Groningen                        "
"BU19521902","Midden-Groningen                        "
"WK195220  ","Midden-Groningen                        "
"BU19522001","Midden-Groningen                        "
"BU19522002","Midden-Groningen                        "
"BU19522003","Midden-Groningen                        "
"BU19522004","Midden-Groningen                        "
"BU19522005","Midden-Groningen                        "
"WK195221  ","Midden-Groningen                        "
"BU19522101","Midden-Groningen                        "
"BU19522102","Midden-Groningen                        "
"GM1709    ","Moerdijk                                "
"WK170900  ","Moerdijk                                "
"BU17090000","Moerdijk                                "
"BU17090001","Moerdijk                                "
"BU17090002","Moerdijk                                "
"BU17090003","Moerdijk                                "
"BU17090004","Moerdijk                                "
"BU17090005","Moerdijk                                "
"BU17090006","Moerdijk                                "
"BU17090008","Moerdijk                                "
"BU17090009","Moerdijk                                "
"WK170901  ","Moerdijk                                "
"BU17090100","Moerdijk                                "
"BU17090109","Moerdijk                                "
"WK170902  ","Moerdijk                                "
"BU17090200","Moerdijk                                "
"BU17090209","Moerdijk                                "
"WK170903  ","Moerdijk                                "
"BU17090300","Moerdijk                                "
"BU17090301","Moerdijk                                "
"BU17090302","Moerdijk                                "
"BU17090303","Moerdijk                                "
"BU17090309","Moerdijk                                "
"WK170904  ","Moerdijk                                "
"BU17090400","Moerdijk                                "
"BU17090401","Moerdijk                                "
"BU17090409","Moerdijk                                "
"WK170905  ","Moerdijk                                "
"BU17090500","Moerdijk                                "
"BU17090509","Moerdijk                                "
"WK170906  ","Moerdijk                                "
"BU17090600","Moerdijk                                "
"BU17090601","Moerdijk                                "
"BU17090609","Moerdijk                                "
"WK170907  ","Moerdijk                                "
"BU17090700","Moerdijk                                "
"BU17090701","Moerdijk                                "
"BU17090702","Moerdijk                                "
"BU17090703","Moerdijk                                "
"BU17090709","Moerdijk                                "
"WK170908  ","Moerdijk                                "
"BU17090800","Moerdijk                                "
"BU17090809","Moerdijk                                "
"WK170909  ","Moerdijk                                "
"BU17090900","Moerdijk                                "
"BU17090901","Moerdijk                                "
"BU17090902","Moerdijk                                "
"BU17090909","Moerdijk                                "
"WK170910  ","Moerdijk                                "
"BU17091000","Moerdijk                                "
"BU17091009","Moerdijk                                "
"GM1978    ","Molenlanden                             "
"WK197801  ","Molenlanden                             "
"BU19780101","Molenlanden                             "
"BU19780102","Molenlanden                             "
"BU19780103","Molenlanden                             "
"BU19780104","Molenlanden                             "
"BU19780105","Molenlanden                             "
"BU19780106","Molenlanden                             "
"BU19780107","Molenlanden                             "
"BU19780108","Molenlanden                             "
"WK197802  ","Molenlanden                             "
"BU19780201","Molenlanden                             "
"BU19780202","Molenlanden                             "
"BU19780203","Molenlanden                             "
"BU19780204","Molenlanden                             "
"BU19780205","Molenlanden                             "
"BU19780206","Molenlanden                             "
"WK197803  ","Molenlanden                             "
"BU19780301","Molenlanden                             "
"BU19780302","Molenlanden                             "
"BU19780303","Molenlanden                             "
"BU19780304","Molenlanden                             "
"BU19780305","Molenlanden                             "
"BU19780307","Molenlanden                             "
"BU19780308","Molenlanden                             "
"BU19780309","Molenlanden                             "
"WK197804  ","Molenlanden                             "
"BU19780401","Molenlanden                             "
"BU19780402","Molenlanden                             "
"BU19780403","Molenlanden                             "
"BU19780404","Molenlanden                             "
"BU19780405","Molenlanden                             "
"BU19780406","Molenlanden                             "
"BU19780407","Molenlanden                             "
"BU19780408","Molenlanden                             "
"BU19780409","Molenlanden                             "
"BU19780410","Molenlanden                             "
"WK197805  ","Molenlanden                             "
"BU19780501","Molenlanden                             "
"BU19780502","Molenlanden                             "
"BU19780503","Molenlanden                             "
"BU19780504","Molenlanden                             "
"WK197806  ","Molenlanden                             "
"BU19780601","Molenlanden                             "
"BU19780602","Molenlanden                             "
"BU19780603","Molenlanden                             "
"BU19780604","Molenlanden                             "
"BU19780605","Molenlanden                             "
"BU19780607","Molenlanden                             "
"BU19780608","Molenlanden                             "
"BU19780609","Molenlanden                             "
"BU19780610","Molenlanden                             "
"WK197807  ","Molenlanden                             "
"BU19780701","Molenlanden                             "
"BU19780702","Molenlanden                             "
"BU19780703","Molenlanden                             "
"BU19780704","Molenlanden                             "
"BU19780705","Molenlanden                             "
"BU19780706","Molenlanden                             "
"WK197808  ","Molenlanden                             "
"BU19780801","Molenlanden                             "
"BU19780802","Molenlanden                             "
"BU19780803","Molenlanden                             "
"BU19780804","Molenlanden                             "
"WK197809  ","Molenlanden                             "
"BU19780901","Molenlanden                             "
"BU19780902","Molenlanden                             "
"BU19780903","Molenlanden                             "
"BU19780904","Molenlanden                             "
"WK197810  ","Molenlanden                             "
"BU19781001","Molenlanden                             "
"BU19781002","Molenlanden                             "
"BU19781003","Molenlanden                             "
"BU19781004","Molenlanden                             "
"WK197811  ","Molenlanden                             "
"BU19781101","Molenlanden                             "
"BU19781102","Molenlanden                             "
"BU19781103","Molenlanden                             "
"BU19781104","Molenlanden                             "
"BU19781105","Molenlanden                             "
"BU19781106","Molenlanden                             "
"WK197812  ","Molenlanden                             "
"BU19781201","Molenlanden                             "
"BU19781202","Molenlanden                             "
"BU19781203","Molenlanden                             "
"BU19781204","Molenlanden                             "
"BU19781205","Molenlanden                             "
"BU19781206","Molenlanden                             "
"BU19781207","Molenlanden                             "
"WK197813  ","Molenlanden                             "
"BU19781301","Molenlanden                             "
"BU19781302","Molenlanden                             "
"WK197814  ","Molenlanden                             "
"BU19781401","Molenlanden                             "
"BU19781402","Molenlanden                             "
"BU19781403","Molenlanden                             "
"BU19781405","Molenlanden                             "
"BU19781406","Molenlanden                             "
"BU19781407","Molenlanden                             "
"BU19781408","Molenlanden                             "
"BU19781409","Molenlanden                             "
"WK197815  ","Molenlanden                             "
"BU19781501","Molenlanden                             "
"BU19781502","Molenlanden                             "
"BU19781503","Molenlanden                             "
"BU19781504","Molenlanden                             "
"BU19781505","Molenlanden                             "
"BU19781506","Molenlanden                             "
"BU19781507","Molenlanden                             "
"BU19781508","Molenlanden                             "
"BU19781509","Molenlanden                             "
"BU19781510","Molenlanden                             "
"WK197816  ","Molenlanden                             "
"BU19781601","Molenlanden                             "
"BU19781602","Molenlanden                             "
"BU19781603","Molenlanden                             "
"BU19781604","Molenlanden                             "
"BU19781605","Molenlanden                             "
"WK197817  ","Molenlanden                             "
"BU19781701","Molenlanden                             "
"BU19781702","Molenlanden                             "
"BU19781703","Molenlanden                             "
"BU19781704","Molenlanden                             "
"BU19781705","Molenlanden                             "
"WK197818  ","Molenlanden                             "
"BU19781801","Molenlanden                             "
"BU19781802","Molenlanden                             "
"BU19781803","Molenlanden                             "
"WK197819  ","Molenlanden                             "
"BU19781901","Molenlanden                             "
"WK197820  ","Molenlanden                             "
"BU19782001","Molenlanden                             "
"BU19782002","Molenlanden                             "
"BU19782003","Molenlanden                             "
"BU19782004","Molenlanden                             "
"GM1955    ","Montferland                             "
"WK195500  ","Montferland                             "
"BU19550000","Montferland                             "
"BU19550001","Montferland                             "
"BU19550002","Montferland                             "
"BU19550003","Montferland                             "
"BU19550004","Montferland                             "
"BU19550005","Montferland                             "
"BU19550006","Montferland                             "
"BU19550007","Montferland                             "
"BU19550008","Montferland                             "
"BU19550009","Montferland                             "
"BU19550010","Montferland                             "
"WK195501  ","Montferland                             "
"BU19550100","Montferland                             "
"BU19550101","Montferland                             "
"BU19550102","Montferland                             "
"BU19550106","Montferland                             "
"BU19550107","Montferland                             "
"BU19550108","Montferland                             "
"BU19550109","Montferland                             "
"WK195502  ","Montferland                             "
"BU19550200","Montferland                             "
"BU19550201","Montferland                             "
"BU19550202","Montferland                             "
"BU19550203","Montferland                             "
"BU19550205","Montferland                             "
"BU19550206","Montferland                             "
"BU19550207","Montferland                             "
"BU19550208","Montferland                             "
"BU19550209","Montferland                             "
"GM0335    ","Montfoort                               "
"WK033500  ","Montfoort                               "
"BU03350000","Montfoort                               "
"BU03350001","Montfoort                               "
"WK033501  ","Montfoort                               "
"BU03350100","Montfoort                               "
"BU03350101","Montfoort                               "
"BU03350102","Montfoort                               "
"BU03350103","Montfoort                               "
"BU03350108","Montfoort                               "
"BU03350109","Montfoort                               "
"WK033502  ","Montfoort                               "
"BU03350200","Montfoort                               "
"BU03350201","Montfoort                               "
"BU03350202","Montfoort                               "
"BU03350209","Montfoort                               "
"GM0944    ","Mook en Middelaar                       "
"WK094400  ","Mook en Middelaar                       "
"BU09440000","Mook en Middelaar                       "
"BU09440001","Mook en Middelaar                       "
"BU09440009","Mook en Middelaar                       "
"WK094401  ","Mook en Middelaar                       "
"BU09440100","Mook en Middelaar                       "
"BU09440101","Mook en Middelaar                       "
"GM1740    ","Neder-Betuwe                            "
"WK174000  ","Neder-Betuwe                            "
"BU17400000","Neder-Betuwe                            "
"BU17400001","Neder-Betuwe                            "
"BU17400006","Neder-Betuwe                            "
"BU17400007","Neder-Betuwe                            "
"BU17400008","Neder-Betuwe                            "
"BU17400009","Neder-Betuwe                            "
"WK174001  ","Neder-Betuwe                            "
"BU17400100","Neder-Betuwe                            "
"BU17400101","Neder-Betuwe                            "
"BU17400102","Neder-Betuwe                            "
"BU17400103","Neder-Betuwe                            "
"BU17400106","Neder-Betuwe                            "
"BU17400107","Neder-Betuwe                            "
"BU17400108","Neder-Betuwe                            "
"BU17400109","Neder-Betuwe                            "
"WK174002  ","Neder-Betuwe                            "
"BU17400200","Neder-Betuwe                            "
"BU17400201","Neder-Betuwe                            "
"BU17400208","Neder-Betuwe                            "
"BU17400209","Neder-Betuwe                            "
"GM0946    ","Nederweert                              "
"WK094601  ","Nederweert                              "
"BU09460101","Nederweert                              "
"BU09460102","Nederweert                              "
"BU09460103","Nederweert                              "
"BU09460104","Nederweert                              "
"WK094602  ","Nederweert                              "
"BU09460201","Nederweert                              "
"BU09460202","Nederweert                              "
"WK094603  ","Nederweert                              "
"BU09460301","Nederweert                              "
"BU09460302","Nederweert                              "
"BU09460303","Nederweert                              "
"BU09460304","Nederweert                              "
"BU09460305","Nederweert                              "
"WK094604  ","Nederweert                              "
"BU09460401","Nederweert                              "
"BU09460402","Nederweert                              "
"WK094605  ","Nederweert                              "
"BU09460501","Nederweert                              "
"BU09460502","Nederweert                              "
"GM0356    ","Nieuwegein                              "
"WK035601  ","Nieuwegein                              "
"BU03560101","Nieuwegein                              "
"BU03560102","Nieuwegein                              "
"BU03560103","Nieuwegein                              "
"WK035602  ","Nieuwegein                              "
"BU03560201","Nieuwegein                              "
"BU03560202","Nieuwegein                              "
"WK035603  ","Nieuwegein                              "
"BU03560301","Nieuwegein                              "
"BU03560302","Nieuwegein                              "
"BU03560303","Nieuwegein                              "
"WK035604  ","Nieuwegein                              "
"BU03560401","Nieuwegein                              "
"BU03560402","Nieuwegein                              "
"BU03560403","Nieuwegein                              "
"WK035605  ","Nieuwegein                              "
"BU03560501","Nieuwegein                              "
"BU03560502","Nieuwegein                              "
"BU03560503","Nieuwegein                              "
"WK035606  ","Nieuwegein                              "
"BU03560600","Nieuwegein                              "
"WK035607  ","Nieuwegein                              "
"BU03560700","Nieuwegein                              "
"WK035608  ","Nieuwegein                              "
"BU03560801","Nieuwegein                              "
"BU03560802","Nieuwegein                              "
"BU03560803","Nieuwegein                              "
"BU03560804","Nieuwegein                              "
"WK035610  ","Nieuwegein                              "
"BU03561001","Nieuwegein                              "
"BU03561002","Nieuwegein                              "
"BU03561003","Nieuwegein                              "
"WK035611  ","Nieuwegein                              "
"BU03561101","Nieuwegein                              "
"BU03561102","Nieuwegein                              "
"WK035612  ","Nieuwegein                              "
"BU03561200","Nieuwegein                              "
"WK035613  ","Nieuwegein                              "
"BU03561301","Nieuwegein                              "
"BU03561302","Nieuwegein                              "
"WK035614  ","Nieuwegein                              "
"BU03561400","Nieuwegein                              "
"WK035615  ","Nieuwegein                              "
"BU03561500","Nieuwegein                              "
"WK035616  ","Nieuwegein                              "
"BU03561600","Nieuwegein                              "
"WK035618  ","Nieuwegein                              "
"BU03561800","Nieuwegein                              "
"WK035620  ","Nieuwegein                              "
"BU03562001","Nieuwegein                              "
"BU03562002","Nieuwegein                              "
"WK035621  ","Nieuwegein                              "
"BU03562100","Nieuwegein                              "
"WK035622  ","Nieuwegein                              "
"BU03562200","Nieuwegein                              "
"WK035623  ","Nieuwegein                              "
"BU03562300","Nieuwegein                              "
"WK035624  ","Nieuwegein                              "
"BU03562400","Nieuwegein                              "
"WK035625  ","Nieuwegein                              "
"BU03562500","Nieuwegein                              "
"GM0569    ","Nieuwkoop                               "
"WK056900  ","Nieuwkoop                               "
"BU05690000","Nieuwkoop                               "
"BU05690001","Nieuwkoop                               "
"BU05690002","Nieuwkoop                               "
"BU05690003","Nieuwkoop                               "
"BU05690004","Nieuwkoop                               "
"BU05690005","Nieuwkoop                               "
"BU05690006","Nieuwkoop                               "
"BU05690008","Nieuwkoop                               "
"BU05690009","Nieuwkoop                               "
"WK056901  ","Nieuwkoop                               "
"BU05690100","Nieuwkoop                               "
"BU05690101","Nieuwkoop                               "
"BU05690104","Nieuwkoop                               "
"BU05690108","Nieuwkoop                               "
"BU05690109","Nieuwkoop                               "
"WK056902  ","Nieuwkoop                               "
"BU05690200","Nieuwkoop                               "
"BU05690201","Nieuwkoop                               "
"BU05690202","Nieuwkoop                               "
"BU05690203","Nieuwkoop                               "
"BU05690208","Nieuwkoop                               "
"BU05690209","Nieuwkoop                               "
"WK056903  ","Nieuwkoop                               "
"BU05690300","Nieuwkoop                               "
"BU05690301","Nieuwkoop                               "
"BU05690302","Nieuwkoop                               "
"BU05690303","Nieuwkoop                               "
"BU05690305","Nieuwkoop                               "
"BU05690306","Nieuwkoop                               "
"BU05690309","Nieuwkoop                               "
"GM0267    ","Nijkerk                                 "
"WK026701  ","Nijkerk                                 "
"BU02670101","Nijkerk                                 "
"BU02670102","Nijkerk                                 "
"BU02670103","Nijkerk                                 "
"BU02670104","Nijkerk                                 "
"BU02670105","Nijkerk                                 "
"BU02670106","Nijkerk                                 "
"BU02670107","Nijkerk                                 "
"BU02670108","Nijkerk                                 "
"BU02670109","Nijkerk                                 "
"BU02670110","Nijkerk                                 "
"BU02670111","Nijkerk                                 "
"BU02670112","Nijkerk                                 "
"BU02670113","Nijkerk                                 "
"BU02670114","Nijkerk                                 "
"BU02670115","Nijkerk                                 "
"BU02670116","Nijkerk                                 "
"BU02670117","Nijkerk                                 "
"BU02670118","Nijkerk                                 "
"WK026702  ","Nijkerk                                 "
"BU02670201","Nijkerk                                 "
"BU02670202","Nijkerk                                 "
"BU02670203","Nijkerk                                 "
"BU02670204","Nijkerk                                 "
"WK026703  ","Nijkerk                                 "
"BU02670300","Nijkerk                                 "
"BU02670301","Nijkerk                                 "
"BU02670302","Nijkerk                                 "
"WK026704  ","Nijkerk                                 "
"BU02670401","Nijkerk                                 "
"BU02670402","Nijkerk                                 "
"WK026705  ","Nijkerk                                 "
"BU02670500","Nijkerk                                 "
"BU02670501","Nijkerk                                 "
"BU02670502","Nijkerk                                 "
"BU02670503","Nijkerk                                 "
"BU02670504","Nijkerk                                 "
"BU02670505","Nijkerk                                 "
"GM0268    ","Nijmegen                                "
"WK026801  ","Nijmegen                                "
"BU02680100","Nijmegen                                "
"BU02680101","Nijmegen                                "
"WK026802  ","Nijmegen                                "
"BU02680202","Nijmegen                                "
"BU02680203","Nijmegen                                "
"BU02680204","Nijmegen                                "
"BU02680205","Nijmegen                                "
"BU02680206","Nijmegen                                "
"BU02680207","Nijmegen                                "
"BU02680208","Nijmegen                                "
"BU02680209","Nijmegen                                "
"WK026803  ","Nijmegen                                "
"BU02680320","Nijmegen                                "
"BU02680321","Nijmegen                                "
"WK026804  ","Nijmegen                                "
"BU02680422","Nijmegen                                "
"BU02680423","Nijmegen                                "
"BU02680424","Nijmegen                                "
"BU02680425","Nijmegen                                "
"WK026805  ","Nijmegen                                "
"BU02680510","Nijmegen                                "
"BU02680511","Nijmegen                                "
"BU02680512","Nijmegen                                "
"BU02680513","Nijmegen                                "
"BU02680517","Nijmegen                                "
"WK026806  ","Nijmegen                                "
"BU02680614","Nijmegen                                "
"BU02680615","Nijmegen                                "
"BU02680616","Nijmegen                                "
"BU02680618","Nijmegen                                "
"WK026807  ","Nijmegen                                "
"BU02680731","Nijmegen                                "
"BU02680732","Nijmegen                                "
"BU02680733","Nijmegen                                "
"BU02680734","Nijmegen                                "
"BU02680735","Nijmegen                                "
"BU02680736","Nijmegen                                "
"BU02680737","Nijmegen                                "
"BU02680738","Nijmegen                                "
"BU02680739","Nijmegen                                "
"WK026808  ","Nijmegen                                "
"BU02680840","Nijmegen                                "
"BU02680841","Nijmegen                                "
"BU02680842","Nijmegen                                "
"BU02680843","Nijmegen                                "
"BU02680847","Nijmegen                                "
"BU02680848","Nijmegen                                "
"BU02680849","Nijmegen                                "
"WK026809  ","Nijmegen                                "
"BU02680950","Nijmegen                                "
"BU02680960","Nijmegen                                "
"BU02680970","Nijmegen                                "
"GM1930    ","Nissewaard                              "
"WK193001  ","Nissewaard                              "
"BU19300101","Nissewaard                              "
"BU19300102","Nissewaard                              "
"BU19300103","Nissewaard                              "
"BU19300104","Nissewaard                              "
"BU19300105","Nissewaard                              "
"BU19300106","Nissewaard                              "
"WK193002  ","Nissewaard                              "
"BU19300201","Nissewaard                              "
"BU19300202","Nissewaard                              "
"WK193003  ","Nissewaard                              "
"BU19300301","Nissewaard                              "
"BU19300302","Nissewaard                              "
"WK193004  ","Nissewaard                              "
"BU19300401","Nissewaard                              "
"WK193005  ","Nissewaard                              "
"BU19300501","Nissewaard                              "
"BU19300502","Nissewaard                              "
"BU19300503","Nissewaard                              "
"BU19300504","Nissewaard                              "
"WK193006  ","Nissewaard                              "
"BU19300601","Nissewaard                              "
"BU19300602","Nissewaard                              "
"BU19300603","Nissewaard                              "
"WK193007  ","Nissewaard                              "
"BU19300701","Nissewaard                              "
"BU19300702","Nissewaard                              "
"BU19300703","Nissewaard                              "
"WK193008  ","Nissewaard                              "
"BU19300801","Nissewaard                              "
"BU19300802","Nissewaard                              "
"BU19300803","Nissewaard                              "
"BU19300804","Nissewaard                              "
"BU19300805","Nissewaard                              "
"WK193009  ","Nissewaard                              "
"BU19300901","Nissewaard                              "
"BU19300902","Nissewaard                              "
"BU19300903","Nissewaard                              "
"BU19300904","Nissewaard                              "
"BU19300905","Nissewaard                              "
"WK193010  ","Nissewaard                              "
"BU19301001","Nissewaard                              "
"BU19301002","Nissewaard                              "
"BU19301003","Nissewaard                              "
"BU19301004","Nissewaard                              "
"WK193011  ","Nissewaard                              "
"BU19301101","Nissewaard                              "
"BU19301102","Nissewaard                              "
